SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	Timepoint	Experiment	paired	interleaved	r0	r1	r2
HY1	leaf	B73	Control	1	m01	0	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY1_S79_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY1_S79_R2_001.fastq.gz
HY10	leaf	B73xMo17	Control	1	m02	0	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY10_S88_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY10_S88_R2_001.fastq.gz
HY100	leaf	B73xMo17	Cold	1	m03	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY100_S178_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY100_S178_R2_001.fastq.gz
HY101	leaf	W22xB73	Cold	1	m04	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY101_S179_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY101_S179_R2_001.fastq.gz
HY102	leaf	W22xMo17	Cold	1	m05	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY102_S180_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY102_S180_R2_001.fastq.gz
HY103	leaf	B73	Cold	1	m06	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY103_S181_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY103_S181_R2_001.fastq.gz
HY104	leaf	Mo17	Cold	1	m07	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY104_S182_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY104_S182_R2_001.fastq.gz
HY105	leaf	W22	Cold	1	m08	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY105_S183_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY105_S183_R2_001.fastq.gz
HY106	leaf	B73xMo17	Cold	2	m03	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY106_S184_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY106_S184_R2_001.fastq.gz
HY107	leaf	W22xB73	Cold	2	m04	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY107_S185_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY107_S185_R2_001.fastq.gz
HY108	leaf	W22xMo17	Cold	2	m05	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY108_S186_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY108_S186_R2_001.fastq.gz
HY109	leaf	B73	Heat	1	m09	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY109_S187_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY109_S187_R2_001.fastq.gz
HY11	leaf	W22xB73	Control	1	m10	0	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY11_S89_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY11_S89_R2_001.fastq.gz
HY110	leaf	Mo17	Heat	1	m11	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY110_S188_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY110_S188_R2_001.fastq.gz
HY111	leaf	W22	Heat	1	m12	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY111_S189_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY111_S189_R2_001.fastq.gz
HY112	leaf	B73xMo17	Heat	1	m13	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY112_S190_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY112_S190_R2_001.fastq.gz
HY113	leaf	W22xB73	Heat	1	m14	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY113_S191_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY113_S191_R2_001.fastq.gz
HY114	leaf	W22xMo17	Heat	1	m15	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY114_S192_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY114_S192_R2_001.fastq.gz
HY115	leaf	B73	Heat	2	m09	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY115_S193_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY115_S193_R2_001.fastq.gz
HY116	leaf	Mo17	Heat	2	m11	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY116_S194_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY116_S194_R2_001.fastq.gz
HY117	leaf	W22	Heat	2	m12	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY117_S195_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY117_S195_R2_001.fastq.gz
HY118	leaf	B73xMo17	Heat	2	m13	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY118_S196_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY118_S196_R2_001.fastq.gz
HY119	leaf	W22xB73	Heat	2	m14	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY119_S283_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY119_S283_R2_001.fastq.gz
HY12	leaf	W22xMo17	Control	1	m16	0	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY12_S90_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY12_S90_R2_001.fastq.gz
HY120	leaf	W22xMo17	Heat	2	m15	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY120_S284_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY120_S284_R2_001.fastq.gz
HY121	leaf	B73	Heat	3	m09	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY121_S285_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY121_S285_R2_001.fastq.gz
HY122	leaf	Mo17	Heat	3	m11	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY122_S286_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY122_S286_R2_001.fastq.gz
HY123	leaf	W22	Heat	3	m12	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY123_S287_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY123_S287_R2_001.fastq.gz
HY124	leaf	B73xMo17	Heat	3	m13	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY124_S288_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY124_S288_R2_001.fastq.gz
HY125	leaf	W22xB73	Heat	3	m14	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY125_S289_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY125_S289_R2_001.fastq.gz
HY126	leaf	W22xMo17	Heat	3	m15	25	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY126_S290_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY126_S290_R2_001.fastq.gz
HY13	leaf	B73	Control	2	m01	0	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY13_S91_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY13_S91_R2_001.fastq.gz
HY14	leaf	Mo17	Control	1	m17	0	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY14_S92_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY14_S92_R2_001.fastq.gz
HY15	leaf	W22	Control	1	m18	0	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY15_S93_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY15_S93_R2_001.fastq.gz
HY16	leaf	B73xMo17	Control	2	m02	0	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY16_S94_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY16_S94_R2_001.fastq.gz
HY17	leaf	W22xB73	Control	2	m10	0	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY17_S95_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY17_S95_R2_001.fastq.gz
HY18	leaf	W22xMo17	Control	2	m16	0	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY18_S96_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY18_S96_R2_001.fastq.gz
HY19	leaf	B73	Control	3	m01	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY19_S98_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY19_S98_R2_001.fastq.gz
HY2	leaf	Mo17	Control	2	m17	0	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY2_S80_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY2_S80_R2_001.fastq.gz
HY20	leaf	Mo17	Control	3	m17	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY20_S99_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY20_S99_R2_001.fastq.gz
HY21	leaf	W22	Control	2	m18	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY21_S100_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY21_S100_R2_001.fastq.gz
HY22	leaf	B73xMo17	Control	3	m02	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY22_S101_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY22_S101_R2_001.fastq.gz
HY23	leaf	W22xB73	Control	3	m10	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY23_S102_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY23_S102_R2_001.fastq.gz
HY24	leaf	W22xMo17	Control	3	m16	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY24_S103_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY24_S103_R2_001.fastq.gz
HY25	leaf	B73	Control	4	m01	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY25_S104_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY25_S104_R2_001.fastq.gz
HY26	leaf	Mo17	Control	4	m17	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY26_S105_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY26_S105_R2_001.fastq.gz
HY27	leaf	W22	Control	3	m18	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY27_S106_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY27_S106_R2_001.fastq.gz
HY28	leaf	B73xMo17	Control	4	m02	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY28_S107_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY28_S107_R2_001.fastq.gz
HY29	leaf	W22xB73	Control	4	m10	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY29_S108_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY29_S108_R2_001.fastq.gz
HY3	leaf	W22	Control	4	m18	0	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY3_S81_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY3_S81_R2_001.fastq.gz
HY30	leaf	W22xMo17	Control	4	m16	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY30_S109_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY30_S109_R2_001.fastq.gz
HY31	leaf	B73	Control	5	m01	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY31_S110_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY31_S110_R2_001.fastq.gz
HY32	leaf	Mo17	Control	5	m17	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY32_S111_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY32_S111_R2_001.fastq.gz
HY33	leaf	W22	Control	5	m18	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY33_S112_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY33_S112_R2_001.fastq.gz
HY34	leaf	B73xMo17	Control	5	m02	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200226_A00223_0330_BH2WT2DSXY/Springer_Project_069/HY34_S88_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200226_A00223_0330_BH2WT2DSXY/Springer_Project_069/HY34_S88_R2_001.fastq.gz
HY35	leaf	W22xB73	Control	5	m10	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY35_S113_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY35_S113_R2_001.fastq.gz
HY36	leaf	W22xMo17	Control	5	m16	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY36_S114_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY36_S114_R2_001.fastq.gz
HY37	leaf	B73	Cold	2	m06	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY37_S115_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY37_S115_R2_001.fastq.gz
HY38	leaf	Mo17	Cold	2	m07	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY38_S116_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY38_S116_R2_001.fastq.gz
HY39	leaf	W22	Cold	2	m08	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY39_S117_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY39_S117_R2_001.fastq.gz
HY4	leaf	B73xMo17	Control	6	m02	0	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY4_S82_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY4_S82_R2_001.fastq.gz
HY40	leaf	B73xMo17	Cold	3	m03	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY40_S118_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY40_S118_R2_001.fastq.gz
HY41	leaf	W22xB73	Cold	3	m04	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY41_S119_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY41_S119_R2_001.fastq.gz
HY42	leaf	W22xMo17	Cold	3	m05	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY42_S120_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY42_S120_R2_001.fastq.gz
HY43	leaf	B73	Cold	3	m06	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY43_S121_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY43_S121_R2_001.fastq.gz
HY44	leaf	Mo17	Cold	3	m07	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY44_S122_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY44_S122_R2_001.fastq.gz
HY45	leaf	W22	Cold	3	m08	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY45_S123_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY45_S123_R2_001.fastq.gz
HY46	leaf	B73xMo17	Cold	4	m03	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY46_S124_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY46_S124_R2_001.fastq.gz
HY47	leaf	W22xB73	Cold	4	m04	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY47_S125_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY47_S125_R2_001.fastq.gz
HY48	leaf	W22xMo17	Cold	4	m05	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY48_S126_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY48_S126_R2_001.fastq.gz
HY49	leaf	B73	Cold	4	m06	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY49_S127_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY49_S127_R2_001.fastq.gz
HY5	leaf	W22xB73	Control	6	m10	0	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY5_S83_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY5_S83_R2_001.fastq.gz
HY50	leaf	Mo17	Cold	4	m07	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY50_S128_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY50_S128_R2_001.fastq.gz
HY51	leaf	W22	Cold	4	m08	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY51_S129_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY51_S129_R2_001.fastq.gz
HY52	leaf	B73xMo17	Cold	5	m03	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY52_S130_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY52_S130_R2_001.fastq.gz
HY53	leaf	W22xB73	Cold	5	m04	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY53_S131_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY53_S131_R2_001.fastq.gz
HY54	leaf	W22xMo17	Cold	5	m05	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY54_S132_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY54_S132_R2_001.fastq.gz
HY55	leaf	B73	Heat	4	m09	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY55_S133_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY55_S133_R2_001.fastq.gz
HY56	leaf	Mo17	Heat	4	m11	1	HY	TRUE	FALSE	""	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY56_S134_R1_001.fastq.gz	/home/springer/data_release/umgc/novaseq/200128_A00223_0311_AHLCMJDSXX/Springer_Project_069/HY56_S134_R2_001.fastq.gz
